time,timeOfYear,T_dry_bulb,T_dew,rel_hum,ext_hor_rad,ext_dir_rad,hor_IR_rad,hor_rad,dir_rad,diff_hor_rad,wind_dir,wind_speed
2044800,17596800,21.1,12.1,56,1207,1324,355,877,831,117,310,8.1
2048400,17600400,20.6,12,58,1095,1324,346,833,855,124,310,8.4
2052000,17604000,20,11.7,59,927,1324,343,682,813,111,300,8.8
2055600,17607600,18.9,11.6,63,714,1324,338,487,730,92,300,9
2059200,17611200,17.8,11.4,66,472,1324,332,288,614,68,300,9.1
2062800,17614800,16.7,11.1,70,217,1324,327,99,352,41,300,9.3
2066400,17618400,15.9,11.1,73,18,518,324,12,22,9,300,7.9
2070000,17622000,15.2,11,75,0,0,320,0,0,0,300,6.6
2073600,17625600,14.4,10.6,78,0,0,316,0,0,0,300,5.2
2077200,17629200,14,10.8,80,0,0,315,0,0,0,300,5
2080800,17632800,13.7,10.8,81,0,0,313,0,0,0,300,4.8
2084400,17636400,13.3,10.6,83,0,0,312,0,0,0,300,4.6
2088000,17640000,12.9,10.7,84,0,0,320,0,0,0,300,4.6
2091600,17643600,12.6,10.4,85,0,0,322,0,0,0,300,4.6
2095200,17647200,12.2,10,86,0,0,324,0,0,0,300,4.6
2098800,17650800,12.4,10.2,86,0,0,332,0,0,0,300,3.9
2102400,17654400,12.6,10.5,86,86,1136,339,23,17,21,310,3.3
2106000,17658000,12.8,10.6,86,335,1324,357,66,7,64,310,2.6
2109600,17661600,14.5,11.3,80,586,1324,343,315,307,179,320,3.6
2113200,17665200,16.1,11.6,74,816,1324,339,543,647,143,330,4.7
2116800,17668800,17.8,11.7,68,1010,1324,333,766,857,111,340,5.7
2120400,17672400,18.9,11.9,64,1154,1324,338,897,888,120,330,6
2124000,17676000,20,11.9,59,1237,1324,343,970,900,126,320,6.4
2127600,17679600,21.1,11.7,55,1255,1324,348,984,902,127,310,6.7
2131200,17683200,20.4,11.8,58,1206,1324,345,945,899,124,310,7.9
2134800,17686800,19.6,11.8,60,1094,1324,341,842,876,116,310,9.1
2138400,17690400,18.9,11.7,63,925,1324,338,693,840,104,310,10.3
2142000,17694000,17.6,11.4,67,712,1324,332,501,768,86,310,9.4
2145600,17697600,16.3,11.1,71,469,1324,332,274,603,59,310,8.6
2149200,17701200,15,10.6,75,214,1324,325,96,340,40,310,7.7
2152800,17704800,14.3,10.6,78,16,519,322,10,20,8,310,7
2156400,17708400,13.5,10.4,80,0,0,312,0,0,0,300,6.4
2160000,17712000,12.8,10,83,0,0,309,0,0,0,300,5.7
2163600,17715600,12.8,10.2,83,0,0,309,0,0,0,300,5.5
2167200,17719200,12.8,10.2,83,0,0,309,0,0,0,300,5.4
2170800,17722800,12.8,10,83,0,0,309,0,0,0,300,5.2
2174400,17726400,12.6,10.3,84,0,0,308,0,0,0,300,5
2178000,17730000,12.4,10.2,85,0,0,307,0,0,0,310,4.8
2181600,17733600,12.2,10,86,0,0,306,0,0,0,310,4.6
2185200,17737200,12.9,10.2,83,0,0,309,0,0,0,320,3.9
2188800,17740800,13.7,10.5,81,83,1115,313,38,184,20,320,3.3
2192400,17744400,14.4,10.6,78,332,1324,316,189,581,43,330,2.6
2196000,17748000,15.9,11.4,74,584,1324,324,391,742,63,360,2.9
2199600,17751600,17.4,12,69,814,1324,331,598,839,80,20,3.3
2203200,17755200,18.9,12.2,65,1008,1324,338,766,882,93,50,3.6
2206800,17758800,20.2,12.4,60,1152,1324,345,903,918,101,10,4.5
2210400,17762400,21.5,12.4,56,1236,1324,351,979,932,106,340,5.3
2214000,17766000,22.8,12.2,51,1254,1324,357,994,934,107,300,6.2
2217600,17769600,21.9,12.1,54,1205,1324,352,950,926,104,310,7.2
2221200,17773200,20.9,12,56,1092,1324,348,850,908,98,310,8.3
2224800,17776800,20,11.7,59,923,1324,343,697,871,88,320,9.3
2228400,17780400,18.1,11.4,65,710,1324,334,509,810,73,320,9.5
2232000,17784000,16.3,11.1,72,467,1324,325,298,689,54,310,9.6
2235600,17787600,14.4,10.6,78,211,1324,316,104,436,34,310,9.8
2239200,17791200,13.9,10.8,81,15,497,314,12,40,8,310,8.3
2242800,17794800,13.3,10.8,83,0,0,312,0,0,0,310,6.7
2246400,17798400,12.8,10.6,86,0,0,309,0,0,0,310,5.2
2250000,17802000,12.6,10.6,86,0,0,308,0,0,0,310,4.7
2253600,17805600,12.4,10.4,86,0,0,307,0,0,0,310,4.1
2257200,17809200,12.2,10,86,0,0,306,0,0,0,310,3.6
2260800,17812800,12,10.3,87,0,0,306,0,0,0,310,3.6
2264400,17816400,11.9,10.2,89,0,0,305,0,0,0,300,3.6
2268000,17820000,11.7,10,90,0,0,304,0,0,0,300,3.6
2271600,17823600,12.6,10.6,88,0,0,322,0,0,0,270,2.7
2275200,17827200,13.5,11.2,86,81,1093,338,22,12,21,240,1.9
2278800,17830800,14.4,11.7,84,329,1324,366,89,5,88,210,1
2282400,17834400,15.7,12.4,79,581,1324,350,221,115,170,150,1.9
2286000,17838000,17,12.7,75,812,1324,344,515,599,146,90,2.7
2289600,17841600,18.3,12.8,70,1007,1324,336,736,787,136,30,3.6
2293200,17845200,19.8,13.4,66,1151,1324,344,878,837,149,10,3.9
2296800,17848800,21.3,13.7,61,1235,1324,358,877,760,166,360,4.3
2300400,17852400,22.8,13.9,57,1253,1324,366,920,801,160,340,4.6
2304000,17856000,21.5,13.4,60,1203,1324,359,879,785,164,330,6.3
2307600,17859600,20.2,12.9,62,1090,1324,345,814,799,154,320,8.1
2311200,17863200,18.9,12.2,65,921,1324,338,660,748,137,310,9.8
2314800,17866800,17.4,11.8,69,708,1324,331,478,681,113,310,9.5
2318400,17870400,15.9,11.2,74,464,1324,330,253,493,79,320,9.1
2322000,17874000,14.4,10.6,78,208,1324,322,83,232,46,320,8.8
2325600,17877600,13.9,10.8,81,14,475,320,6,8,5,320,7.9
2329200,17881200,13.3,10.8,83,0,0,318,0,0,0,320,7.1
2332800,17884800,12.8,10.6,86,0,0,315,0,0,0,320,6.2
2336400,17888400,12.8,10.8,86,0,0,315,0,0,0,310,5.3
2340000,17892000,12.8,10.8,86,0,0,310,0,0,0,310,4.5
2343600,17895600,12.8,10.6,86,0,0,309,0,0,0,300,3.6
2347200,17899200,12.8,10.9,86,0,0,310,0,0,0,300,3.3
2350800,17902800,12.8,10.8,86,0,0,310,0,0,0,300,2.9
2354400,17906400,12.8,10.6,86,0,0,309,0,0,0,300,2.6
2358000,17910000,13.5,11,84,0,0,313,0,0,0,340,2.2
2361600,17913600,14.3,11.4,83,78,1093,323,22,20,20,10,1.9
2365200,17917200,15,11.7,81,326,1325,326,137,254,74,50,1.5
2368800,17920800,16.5,12.5,77,579,1325,334,327,473,120,60,1.9
2372400,17924400,17.9,13.1,72,810,1325,335,518,579,163,60,2.2
2376000,17928000,19.4,13.3,68,1005,1325,342,721,696,191,70,2.6
2379600,17931600,20.3,13.5,64,1149,1325,346,849,731,214,30,4
2383200,17935200,21.3,13.5,61,1233,1325,358,876,721,203,350,5.3
2386800,17938800,22.2,13.3,57,1251,1325,362,887,701,224,310,6.7
2390400,17942400,21.3,12.9,58,1202,1325,357,848,689,221,310,7.6
2394000,17946000,20.3,12.3,60,1089,1325,356,779,674,224,300,8.4
2397600,17949600,19.4,11.7,61,919,1325,351,602,513,245,300,9.3
2401200,17953200,18.9,11.4,62,705,1325,344,430,515,154,300,8.1
2404800,17956800,18.3,11.1,62,462,1325,341,239,394,101,310,6.9
2408400,17960400,17.8,10.6,63,205,1325,332,76,140,54,310,5.7
2412000,17964000,16.7,10.9,69,13,453,327,7,1,7,310,5.7
2415600,17967600,15.5,11.1,75,0,0,322,0,0,0,310,5.7
2419200,17971200,14.4,11.1,81,0,0,317,0,0,0,310,5.7
2422800,17974800,14,11.2,82,0,0,326,0,0,0,310,5.2
2426400,17978400,13.7,11,82,0,0,332,0,0,0,310,4.6
2430000,17982000,13.3,10.6,83,0,0,337,0,0,0,310,4.1
2433600,17985600,13.3,10.9,83,0,0,337,0,0,0,310,4.5
2437200,17989200,13.3,10.8,83,0,0,342,0,0,0,310,4.8
2440800,17992800,13.3,10.6,83,0,0,342,0,0,0,310,5.2
2444400,17996400,13.7,10.8,82,0,0,344,0,0,0,310,5.4
2448000,18000000,14,11,82,76,1071,353,24,6,23,310,5.5
2451600,18003600,14.4,11.1,81,323,1325,356,103,37,94,310,5.7
2455200,18007200,15,11.4,78,576,1325,359,152,55,128,310,5.7
2458800,18010800,15.5,11.4,75,808,1325,361,422,279,252,320,5.7
2462400,18014400,16.1,11.1,72,1003,1325,364,279,64,230,320,5.7
2466000,18018000,16.7,11.3,70,1148,1325,360,318,41,282,310,7.2
2469600,18021600,17.2,11.3,67,1232,1325,352,706,332,396,310,8.8
2473200,18025200,17.8,11.1,65,1250,1325,352,862,687,212,300,10.3
2476800,18028800,17.6,11.2,66,1200,1325,348,832,635,256,300,10.3
2480400,18032400,17.4,11.2,67,1087,1325,341,787,789,137,300,10.3
2484000,18036000,17.2,11.1,68,917,1325,336,622,758,96,300,10.3
2487600,18039600,16.3,11,71,703,1325,336,452,645,108,300,10
2491200,18043200,15.3,10.9,75,459,1325,337,186,220,110,300,9.6
2494800,18046800,14.4,10.6,78,202,1325,335,87,257,48,300,9.3
2498400,18050400,14,10.8,80,12,431,328,7,13,5,300,8.6
2502000,18054000,13.7,10.8,81,0,0,324,0,0,0,300,7.9
2505600,18057600,13.3,10.6,83,0,0,312,0,0,0,300,7.2
2509200,18061200,13.1,10.8,84,0,0,311,0,0,0,300,6.3
2512800,18064800,13,10.8,85,0,0,310,0,0,0,310,5.5
2516400,18068400,12.8,10.6,86,0,0,309,0,0,0,310,4.6
2520000,18072000,12.8,10.9,86,0,0,316,0,0,0,310,4.1
2523600,18075600,12.8,10.8,86,0,0,320,0,0,0,310,3.6
2527200,18079200,12.8,10.6,86,0,0,323,0,0,0,310,3.1
2530800,18082800,13.3,10.6,83,0,0,330,0,0,0,300,2.6
2534400,18086400,13.9,10.7,81,73,1049,345,18,1,17,300,2
2538000,18090000,14.4,10.6,78,321,1325,365,50,2,50,290,1.5
2541600,18093600,15.9,11.4,74,574,1325,350,228,107,182,330,1.9
2545200,18097200,17.4,12,69,806,1325,348,486,447,213,20,2.2
2548800,18100800,18.9,12.2,65,1001,1325,345,691,573,257,60,2.6
2552400,18104400,20,12.4,61,1146,1325,350,799,665,223,120,3.8
2556000,18108000,21.1,12.4,57,1230,1325,356,812,573,278,180,5
2559600,18111600,22.2,12.2,53,1248,1325,361,895,680,253,240,6.2
2563200,18115200,21.8,12.5,55,1199,1325,359,878,712,232,260,7.2
2566800,18118800,21.5,12.7,57,1085,1325,358,756,622,244,270,8.3
2570400,18122400,21.1,12.8,59,915,1325,356,567,542,191,290,9.3
2574000,18126000,19.6,12.5,64,700,1325,349,413,470,163,280,8.8
2577600,18129600,18.2,12.2,68,456,1325,342,217,319,106,260,8.2
2581200,18133200,16.7,11.7,73,199,1325,334,60,82,47,250,7.7
2584800,18136800,16.3,11.9,75,11,409,332,3,0,3,250,6.9
2588400,18140400,16,11.9,76,0,0,325,0,0,0,260,6
2592000,18144000,16,11.9,76,0,0,325,0,0,0,260,6
