time,timeOfYear,T_dry_bulb,T_dew,rel_hum,ext_hor_rad,ext_dir_rad,hor_IR_rad,hor_rad,dir_rad,diff_hor_rad,wind_dir,wind_speed
2095200,2095200,8.3,1.1,60,0,0,324,0,0,0,0,0
2098800,2098800,8.3,2.8,68,0,0,317,0,0,0,110,3.6
2102400,2102400,7.8,2.8,71,53,929,308,7,60,5,120,3.6
2106000,2106000,8.3,1.1,60,281,1411,309,88,71,73,120,5.2
2109600,2109600,9.4,1.1,56,493,1411,314,135,17,129,120,4.6
2113200,2113200,9.4,5,74,652,1411,318,366,246,252,90,4.1
2116800,2116800,11.7,2.8,54,749,1411,326,191,12,184,150,2.1
2120400,2120400,11.7,3.9,59,775,1411,344,203,12,196,200,3.6
2124000,2124000,11.7,5.6,66,730,1411,324,486,453,250,210,4.6
2127600,2127600,11.7,5.6,66,616,1411,317,72,0,72,230,3.6
2131200,2131200,11.1,5.6,69,442,1411,315,286,374,169,180,6.7
2134800,2134800,10.6,5,68,219,1411,312,94,0,94,200,6.2
2138400,2138400,10,5.6,74,19,576,321,0,0,0,210,5.2
2142000,2142000,10,5.6,74,0,0,321,0,0,0,220,5.2
2145600,2145600,10,6.1,77,0,0,322,0,0,0,250,5.2
2149200,2149200,10,5,71,0,0,328,0,0,0,230,5.2
2152800,2152800,9.4,5,74,0,0,318,0,0,0,250,5.2
2156400,2156400,8.9,5.6,80,0,0,316,0,0,0,210,3.6
2160000,2160000,9.4,5,74,0,0,318,0,0,0,210,5.7
2163600,2163600,7.8,5.6,86,0,0,327,0,0,0,230,4.1
2167200,2167200,8.3,5.6,83,0,0,329,0,0,0,0,0
2170800,2170800,8.3,4.4,76,0,0,319,0,0,0,250,6.2
2174400,2174400,8.3,4.4,76,0,0,312,0,0,0,160,2.1
2178000,2178000,8.3,4.4,76,0,0,312,0,0,0,180,4.1
2181600,2181600,7.8,4.4,79,0,0,326,0,0,0,170,3.6
2185200,2185200,7.2,5.6,90,0,0,309,0,0,0,110,4.1
2188800,2188800,7.2,5,86,55,953,324,7,39,6,110,6.7
2192400,2192400,7.8,5,82,285,1411,326,37,0,37,100,8.8
2196000,2196000,8.3,6.1,86,497,1411,330,58,0,58,100,9.3
2199600,2199600,7.8,5.6,86,657,1411,327,167,6,164,30,7.2
2203200,2203200,7.8,5.6,86,753,1411,327,173,0,173,20,7.7
2206800,2206800,8.9,5.6,80,780,1411,332,233,24,220,10,7.2
2210400,2210400,8.9,5,77,735,1411,316,479,502,216,20,8.2
2214000,2214000,9.4,4.4,71,621,1411,317,412,623,136,360,9.3
2217600,2217600,9.4,4.4,71,447,1411,306,302,624,104,360,7.2
2221200,2221200,9.4,5,74,224,1411,304,112,70,100,10,8.2
2224800,2224800,9.4,4.4,71,21,600,304,0,0,0,350,3.1
2228400,2228400,8.9,4.4,73,0,0,302,0,0,0,330,2.1
2232000,2232000,8.3,4.4,76,0,0,301,0,0,0,320,3.1
2235600,2235600,7.2,4.4,82,0,0,297,0,0,0,270,1.5
2239200,2239200,7.2,3.9,80,0,0,279,0,0,0,0,0
2242800,2242800,6.7,3.3,79,0,0,277,0,0,0,0,0
2246400,2246400,6.1,2.2,76,0,0,273,0,0,0,260,2.6
2250000,2250000,5.6,2.2,79,0,0,271,0,0,0,220,1.5
2253600,2253600,5.6,2.8,82,0,0,272,0,0,0,280,2.1
2257200,2257200,7.2,4.4,82,0,0,280,0,0,0,0,0
2260800,2260800,3.9,3.3,96,0,0,266,0,0,0,0,0
2264400,2264400,3.9,2.8,93,0,0,265,0,0,0,0,0
2268000,2268000,5,3.9,93,0,0,271,0,0,0,0,0
2271600,2271600,4.4,3.9,97,0,0,280,0,0,0,150,2.1
2275200,2275200,4.4,2.8,89,57,976,279,8,133,4,250,2.1
2278800,2278800,7.8,5,82,288,1411,283,151,481,52,140,1.5
2282400,2282400,9.4,2.2,61,501,1411,287,323,696,75,310,3.1
2286000,2286000,11.1,2.8,57,661,1411,294,458,778,92,360,2.6
2289600,2289600,11.1,3.3,59,758,1411,295,543,815,103,10,3.6
2293200,2293200,12.8,2.8,51,785,1411,301,571,826,109,350,2.1
2296800,2296800,13.3,1.7,45,740,1411,302,472,533,191,350,3.1
2300400,2300400,12.8,3.3,52,627,1411,302,390,491,171,270,5.2
2304000,2304000,12.2,1.7,49,452,1411,298,301,494,142,260,7.2
2307600,2307600,11.1,2.2,54,229,1411,294,128,158,102,260,6.7
2311200,2311200,10.6,3.9,63,23,623,293,0,0,0,260,5.2
2314800,2314800,9.4,5.6,77,0,0,290,0,0,0,260,5.7
2318400,2318400,8.9,6.1,83,0,0,288,0,0,0,270,5.2
2322000,2322000,8.9,5.6,80,0,0,288,0,0,0,0,0
2325600,2325600,7.2,3.3,76,0,0,279,0,0,0,0,0
2329200,2329200,7.8,1.7,65,0,0,280,0,0,0,0,0
2332800,2332800,7.2,1.7,68,0,0,277,0,0,0,260,1.5
2336400,2336400,6.1,2.2,76,0,0,279,0,0,0,260,2.1
2340000,2340000,5.6,1.7,76,0,0,271,0,0,0,260,1.5
2343600,2343600,4.4,1.7,83,0,0,266,0,0,0,260,3.1
2347200,2347200,3.9,1.7,86,0,0,264,0,0,0,240,2.1
2350800,2350800,3.9,1.7,86,0,0,273,0,0,0,0,0
2354400,2354400,3.3,1.1,85,0,0,267,0,0,0,190,2.1
2358000,2358000,7.2,4.4,82,0,0,297,0,0,0,290,2.6
2361600,2361600,6.7,4.4,85,59,976,278,7,49,5,280,1.5
2365200,2365200,8.9,5.6,80,292,1410,288,152,380,73,270,5.2
2368800,2368800,10.6,5,68,505,1410,294,294,521,107,270,5.2
2372400,2372400,11.1,5.6,69,666,1410,297,415,538,160,290,5.2
2376000,2376000,11.7,5.6,66,763,1410,317,474,512,196,280,5.7
2379600,2379600,11.7,6.7,71,790,1410,301,509,597,173,270,4.6
2383200,2383200,12.2,6.1,66,746,1410,302,537,759,134,280,6.2
2386800,2386800,12.2,5.6,64,632,1410,302,446,754,107,270,6.2
2390400,2390400,11.7,5,63,458,1410,299,308,634,101,260,8.2
2394000,2394000,10.6,6.1,74,234,1410,295,82,0,82,260,8.2
2397600,2397600,10,6.7,80,25,646,311,0,0,0,260,6.2
2401200,2401200,9.4,6.7,83,0,0,306,0,0,0,260,3.6
2404800,2404800,8.9,6.7,86,0,0,299,0,0,0,270,4.1
2408400,2408400,8.9,6.7,86,0,0,295,0,0,0,270,3.6
2412000,2412000,8.3,6.7,90,0,0,287,0,0,0,260,2.1
2415600,2415600,7.8,6.7,93,0,0,285,0,0,0,280,3.1
2419200,2419200,8.3,6.7,90,0,0,299,0,0,0,0,0
2422800,2422800,7.2,6.1,93,0,0,282,0,0,0,0,0
2426400,2426400,6.1,5,93,0,0,288,0,0,0,190,1.5
2430000,2430000,5.6,5,96,0,0,286,0,0,0,0,0
2433600,2433600,5,4.4,96,0,0,283,0,0,0,140,1.5
2437200,2437200,4.4,4.4,100,0,0,295,0,0,0,140,1.5
2440800,2440800,4.4,3.9,97,0,0,282,0,0,0,130,2.1
2444400,2444400,5,4.4,96,0,0,285,0,0,0,130,2.6
2448000,2448000,5,4.4,96,62,999,287,10,150,5,140,3.1
2451600,2451600,6.7,5,89,296,1410,293,160,514,52,90,1.5
2455200,2455200,7.2,5.6,90,509,1410,309,324,674,79,110,2.1
2458800,2458800,7.8,5.6,86,670,1410,300,437,609,146,90,1.5
2462400,2462400,8.9,6.7,86,768,1410,295,486,559,180,70,2.1
2466000,2466000,10,6.1,77,796,1410,299,497,524,200,30,2.6
2469600,2469600,10.6,6.7,77,751,1410,302,536,747,137,360,4.1
2473200,2473200,10.6,7.2,79,638,1410,297,446,735,112,360,3.6
2476800,2476800,11.1,6.7,74,463,1410,298,315,653,99,360,1.5
2480400,2480400,10.6,5,68,240,1410,294,138,191,106,0,0
2484000,2484000,10.6,4.4,65,27,670,294,0,0,0,0,0
2487600,2487600,9.4,5,74,0,0,289,0,0,0,140,1.5
2491200,2491200,10,6.7,80,0,0,303,0,0,0,0,0
2494800,2494800,9.4,7.2,86,0,0,301,0,0,0,10,3.1
2498400,2498400,9.4,7.2,86,0,0,301,0,0,0,360,2.6
2502000,2502000,8.9,7.2,89,0,0,302,0,0,0,30,2.1
2505600,2505600,6.7,5.6,93,0,0,284,0,0,0,190,1.5
2509200,2509200,7.2,6.1,93,0,0,291,0,0,0,0,0
2512800,2512800,6.7,5.6,93,0,0,291,0,0,0,0,0
2516400,2516400,5.6,5,96,0,0,283,0,0,0,250,2.1
2520000,2520000,5,4.4,96,0,0,287,0,0,0,190,2.1
2523600,2523600,5.6,5,96,0,0,301,0,0,0,160,1.5
2527200,2527200,5.6,5,96,0,0,316,0,0,0,190,1.5
2530800,2530800,6.1,5.6,97,0,0,291,0,0,0,0,0
2534400,2534400,6.7,5.6,93,64,1022,293,3,0,3,0,0
2538000,2538000,7.8,6.1,89,300,1410,307,113,155,79,60,2.6
2541600,2541600,7.8,6.1,89,513,1410,304,261,312,147,0,0
2545200,2545200,7.8,5.6,86,675,1410,300,329,164,250,0,0
2548800,2548800,8.9,6.1,83,773,1410,308,335,107,276,40,3.1
2552400,2552400,10,6.7,80,801,1410,311,270,24,256,360,4.6
2556000,2556000,14.4,5.6,55,757,1410,332,281,31,265,150,8.8
2559600,2559600,13.9,4.4,53,643,1410,333,186,6,184,150,6.2
2563200,2563200,13.3,5,57,468,1410,331,165,40,152,130,8.8
2566800,2566800,13.3,4.4,55,245,1410,335,133,122,112,130,8.2
2570400,2570400,11.7,5,63,29,693,320,0,0,0,160,2.1
2574000,2574000,11.7,5.6,66,0,0,320,0,0,0,140,4.6
2577600,2577600,11.7,5.6,66,0,0,320,0,0,0,110,3.6
2581200,2581200,11.7,6.7,71,0,0,347,0,0,0,90,4.6
2584800,2584800,11.1,6.7,74,0,0,344,0,0,0,90,5.2
2588400,2588400,11.1,6.7,74,0,0,344,0,0,0,100,5.2
2592000,2592000,8.9,7.2,89,0,0,334,0,0,0,220,4.1
